,service_date,day_type,bus,rail_boardings,total_rides,year,month
7635,2021-11-27,A,237839,187065,424904,2021,11
7636,2021-11-28,U,184817,147830,332647,2021,11
7637,2021-11-29,W,421322,276090,697412,2021,11
7638,2021-11-30,W,450230,302349,752579,2021,11
7639,2021-12-01,W,464613,309075,773688,2021,12
7640,2021-12-02,W,466625,323958,790583,2021,12
7641,2021-12-03,W,460247,320326,780573,2021,12
7642,2021-12-04,A,282720,237153,519873,2021,12
7643,2021-12-05,U,175680,150682,326362,2021,12
7644,2021-12-06,W,419783,278439,698222,2021,12
7645,2021-12-07,W,412108,287065,699173,2021,12
7646,2021-12-08,W,440298,300242,740540,2021,12
7647,2021-12-09,W,441609,310636,752245,2021,12
7648,2021-12-10,W,425279,297443,722722,2021,12
7649,2021-12-11,A,253954,221509,475463,2021,12
7650,2021-12-12,U,200373,165296,365669,2021,12
7651,2021-12-13,W,425654,272016,697670,2021,12
7652,2021-12-14,W,443484,293750,737234,2021,12
7653,2021-12-15,W,441500,299691,741191,2021,12
7654,2021-12-16,W,424823,297427,722250,2021,12
7655,2021-12-17,W,405415,282060,687475,2021,12
7656,2021-12-18,A,243767,196349,440116,2021,12
7657,2021-12-19,U,193554,150673,344227,2021,12
7658,2021-12-20,W,346355,235596,581951,2021,12
7659,2021-12-21,W,343757,224928,568685,2021,12
7660,2021-12-22,W,314359,209334,523693,2021,12
7661,2021-12-23,W,311895,192858,504753,2021,12
7662,2021-12-24,U,215369,118922,334291,2021,12
7663,2021-12-25,A,101622,63575,165197,2021,12
7664,2021-12-26,U,160349,106278,266627,2021,12
7665,2021-12-27,W,276748,170801,447549,2021,12
7666,2021-12-28,W,267102,174336,441438,2021,12
7667,2021-12-29,W,294413,191745,486158,2021,12
7668,2021-12-30,W,295024,194851,489875,2021,12
7669,2021-12-31,U,227449,163183,390632,2021,12
7670,2022-01-01,A,115581,116473,232054,2022,1
7671,2022-01-02,U,141100,114070,255170,2022,1
7672,2022-01-03,W,308893,184727,493620,2022,1
7673,2022-01-04,W,343163,202963,546126,2022,1
7674,2022-01-05,W,261752,177105,438857,2022,1
7675,2022-01-06,W,256983,175465,432448,2022,1
7676,2022-01-07,W,246042,172216,418258,2022,1
7677,2022-01-08,A,190569,133844,324413,2022,1
7678,2022-01-09,U,139413,102330,241743,2022,1
7679,2022-01-10,W,273785,175964,449749,2022,1
7680,2022-01-11,W,299534,190644,490178,2022,1
7681,2022-01-12,W,364308,214250,578558,2022,1
7682,2022-01-13,W,364235,218508,582743,2022,1
7683,2022-01-14,W,355305,224098,579403,2022,1
7684,2022-01-15,A,201975,153357,355332,2022,1
7685,2022-01-16,U,157849,117493,275342,2022,1
7686,2022-01-17,W,247901,160202,408103,2022,1
7687,2022-01-18,W,394532,239770,634302,2022,1
7688,2022-01-19,W,373531,235997,609528,2022,1
7689,2022-01-20,W,343001,227670,570671,2022,1
7690,2022-01-21,W,360918,227754,588672,2022,1
7691,2022-01-22,A,213615,153452,367067,2022,1
7692,2022-01-23,U,149802,112997,262799,2022,1
7693,2022-01-24,W,352311,235351,587662,2022,1
7694,2022-01-25,W,352155,234112,586267,2022,1
7695,2022-01-26,W,313683,215518,529201,2022,1
7696,2022-01-27,W,388880,254620,643500,2022,1
7697,2022-01-28,W,310477,229809,540286,2022,1
7698,2022-01-29,A,216590,160644,377234,2022,1
7699,2022-01-30,U,163483,115445,278928,2022,1
7700,2022-01-31,W,405219,253283,658502,2022,1
7701,2022-02-01,W,438309,273732,712041,2022,2
7702,2022-02-02,W,252363,189573,441936,2022,2
7703,2022-02-03,W,342011,232018,574029,2022,2
7704,2022-02-04,W,391793,263572,655365,2022,2
7705,2022-02-05,A,222874,169731,392605,2022,2
7706,2022-02-06,U,179811,125211,305022,2022,2
7707,2022-02-07,W,405768,257867,663635,2022,2
7708,2022-02-08,W,431086,280312,711398,2022,2
7709,2022-02-09,W,433494,283336,716830,2022,2
7710,2022-02-10,W,426111,284248,710359,2022,2
7711,2022-02-11,W,413489,269373,682862,2022,2
7712,2022-02-12,A,236977,177109,414086,2022,2
7713,2022-02-13,U,175728,133282,309010,2022,2
7714,2022-02-14,W,400492,260703,661195,2022,2
7715,2022-02-15,W,434683,282736,717419,2022,2
7716,2022-02-16,W,436057,286506,722563,2022,2
7717,2022-02-17,W,365062,260175,625237,2022,2
7718,2022-02-18,W,383850,268927,652777,2022,2
7719,2022-02-19,A,228190,179991,408181,2022,2
7720,2022-02-20,U,193971,146532,340503,2022,2
7721,2022-02-21,W,330376,219366,549742,2022,2
7722,2022-02-22,W,402852,275702,678554,2022,2
7723,2022-02-23,W,434639,288569,723208,2022,2
7724,2022-02-24,W,417551,290246,707797,2022,2
7725,2022-02-25,W,411882,278287,690169,2022,2
7726,2022-02-26,A,260161,190557,450718,2022,2
7727,2022-02-27,U,197978,139377,337355,2022,2
7728,2022-02-28,W,437269,272433,709702,2022,2
7729,2022-03-01,W,471547,297951,769498,2022,3
7730,2022-03-02,W,461679,304639,766318,2022,3
7731,2022-03-03,W,450905,301344,752249,2022,3
7732,2022-03-04,W,437164,288975,726139,2022,3
7733,2022-03-05,A,291281,221714,512995,2022,3
7734,2022-03-06,U,194300,141976,336276,2022,3
7735,2022-03-07,W,399383,261592,660975,2022,3
7736,2022-03-08,W,464441,303631,768072,2022,3
7737,2022-03-09,W,466984,310336,777320,2022,3
7738,2022-03-10,W,444721,310435,755156,2022,3
7739,2022-03-11,W,422764,294476,717240,2022,3
7740,2022-03-12,A,247872,287526,535398,2022,3
7741,2022-03-13,U,200879,168821,369700,2022,3
7742,2022-03-14,W,448558,294168,742726,2022,3
7743,2022-03-15,W,463215,322609,785824,2022,3
7744,2022-03-16,W,479823,333597,813420,2022,3
7745,2022-03-17,W,463068,336933,800001,2022,3
7746,2022-03-18,W,404540,292739,697279,2022,3
7747,2022-03-19,A,250839,203842,454681,2022,3
7748,2022-03-20,U,220280,183597,403877,2022,3
7749,2022-03-21,W,459452,286077,745529,2022,3
7750,2022-03-22,W,432916,290803,723719,2022,3
7751,2022-03-23,W,411053,285528,696581,2022,3
7752,2022-03-24,W,452116,279960,732076,2022,3
7753,2022-03-25,W,431829,290569,722398,2022,3
7754,2022-03-26,A,242199,191025,433224,2022,3
7755,2022-03-27,U,193217,147865,341082,2022,3
7756,2022-03-28,W,443113,283316,726429,2022,3
7757,2022-03-29,W,459127,310432,769559,2022,3
7758,2022-03-30,W,425844,299471,725315,2022,3
7759,2022-03-31,W,446918,313624,760542,2022,3
7760,2022-04-01,W,484903,314610,799513,2022,4
7761,2022-04-02,A,264044,194383,458427,2022,4
7762,2022-04-03,U,218901,153875,372776,2022,4
7763,2022-04-04,W,457452,291019,748471,2022,4
7764,2022-04-05,W,482775,326164,808939,2022,4
7765,2022-04-06,W,470573,327753,798326,2022,4
7766,2022-04-07,W,468788,346853,815641,2022,4
7767,2022-04-08,W,398017,301320,699337,2022,4
7768,2022-04-09,A,283129,232566,515695,2022,4
7769,2022-04-10,U,221977,184272,406249,2022,4
7770,2022-04-11,W,388543,276040,664583,2022,4
7771,2022-04-12,W,426444,323042,749486,2022,4
7772,2022-04-13,W,375870,290641,666511,2022,4
7773,2022-04-14,W,408379,316347,724726,2022,4
7774,2022-04-15,W,367610,276605,644215,2022,4
7775,2022-04-16,A,274093,216395,490488,2022,4
7776,2022-04-17,U,183837,139738,323575,2022,4
7777,2022-04-18,W,416359,279342,695701,2022,4
7778,2022-04-19,W,461501,324667,786168,2022,4
7779,2022-04-20,W,453943,322677,776620,2022,4
7780,2022-04-21,W,455139,339779,794918,2022,4
7781,2022-04-22,W,414144,295319,709463,2022,4
7782,2022-04-23,A,312128,278763,590891,2022,4
7783,2022-04-24,U,192744,162462,355206,2022,4
7784,2022-04-25,W,454532,293934,748466,2022,4
7785,2022-04-26,W,476474,323321,799795,2022,4
7786,2022-04-27,W,473316,325530,798846,2022,4
7787,2022-04-28,W,461751,329024,790775,2022,4
7788,2022-04-29,W,472802,324138,796940,2022,4
7789,2022-04-30,A,260440,208693,469133,2022,4
7790,2022-05-01,U,209565,167306,376871,2022,5
7791,2022-05-02,W,456676,288292,744968,2022,5
7792,2022-05-03,W,427088,304189,731277,2022,5
7793,2022-05-04,W,500429,344233,844662,2022,5
7794,2022-05-05,W,464544,329241,793785,2022,5
7795,2022-05-06,W,429700,298387,728087,2022,5
7796,2022-05-07,A,308573,262869,571442,2022,5
7797,2022-05-08,U,204641,167467,372108,2022,5
7798,2022-05-09,W,456324,296458,752782,2022,5
7799,2022-05-10,W,487603,334899,822502,2022,5
7800,2022-05-11,W,481802,332548,814350,2022,5
7801,2022-05-12,W,475308,345676,820984,2022,5
7802,2022-05-13,W,470223,332657,802880,2022,5
7803,2022-05-14,A,303044,249361,552405,2022,5
7804,2022-05-15,U,210931,171982,382913,2022,5
7805,2022-05-16,W,460986,304494,765480,2022,5
7806,2022-05-17,W,479630,337079,816709,2022,5
7807,2022-05-18,W,452731,322841,775572,2022,5
7808,2022-05-19,W,486489,351429,837918,2022,5
7809,2022-05-20,W,458078,321127,779205,2022,5
7810,2022-05-21,A,258763,218972,477735,2022,5
7811,2022-05-22,U,221756,193002,414758,2022,5
7812,2022-05-23,W,456515,297901,754416,2022,5
7813,2022-05-24,W,484351,336010,820361,2022,5
7814,2022-05-25,W,461780,319883,781663,2022,5
7815,2022-05-26,W,467853,332069,799922,2022,5
7816,2022-05-27,W,435553,299737,735290,2022,5
7817,2022-05-28,A,299533,280228,579761,2022,5
7818,2022-05-29,U,239199,246793,485992,2022,5
7819,2022-05-30,U,235865,210421,446286,2022,5
7820,2022-05-31,W,468550,326376,794926,2022,5
7821,2022-06-01,W,496766,346924,843690,2022,6
7822,2022-06-02,W,492400,355544,847944,2022,6
7823,2022-06-03,W,494862,353934,848796,2022,6
7824,2022-06-04,A,298993,261915,560908,2022,6
7825,2022-06-05,U,230730,216530,447260,2022,6
7826,2022-06-06,W,437910,291922,729832,2022,6
7827,2022-06-07,W,492774,348945,841719,2022,6
7828,2022-06-08,W,454093,328980,783073,2022,6
7829,2022-06-09,W,488146,359630,847776,2022,6
7830,2022-06-10,W,450488,327910,778398,2022,6
7831,2022-06-11,A,311911,264509,576420,2022,6
7832,2022-06-12,U,224348,193587,417935,2022,6
7833,2022-06-13,W,433682,306621,740303,2022,6
7834,2022-06-14,W,467146,345831,812977,2022,6
7835,2022-06-15,W,435538,338852,774390,2022,6
7836,2022-06-16,W,441821,351622,793443,2022,6
7837,2022-06-17,W,438575,356445,795020,2022,6
7838,2022-06-18,A,316980,307051,624031,2022,6
7839,2022-06-19,U,227181,226033,453214,2022,6
7840,2022-06-20,W,365955,257700,623655,2022,6
7841,2022-06-21,W,427588,321100,748688,2022,6
7842,2022-06-22,W,444712,335641,780353,2022,6
7843,2022-06-23,W,442860,345391,788251,2022,6
7844,2022-06-24,W,429666,353308,782974,2022,6
7845,2022-06-25,A,276951,259318,536269,2022,6
7846,2022-06-26,U,228786,301320,530106,2022,6
7847,2022-06-27,W,416606,298347,714953,2022,6
7848,2022-06-28,W,445097,348827,793924,2022,6
7849,2022-06-29,W,448310,350300,798610,2022,6
7850,2022-06-30,W,434307,354302,788609,2022,6
7851,2022-07-01,W,427111,319073,746184,2022,7
7852,2022-07-02,A,314971,271980,586951,2022,7
7853,2022-07-03,U,234889,221003,455892,2022,7
7854,2022-07-04,U,201272,158486,359758,2022,7
7855,2022-07-05,W,400714,283797,684511,2022,7
7856,2022-07-06,W,438241,315347,753588,2022,7
7857,2022-07-07,W,444168,331132,775300,2022,7
7858,2022-07-08,W,414527,323371,737898,2022,7
7859,2022-07-09,A,314661,288100,602761,2022,7
7860,2022-07-10,U,228764,208566,437330,2022,7
7861,2022-07-11,W,411177,289480,700657,2022,7
7862,2022-07-12,W,460573,351612,812185,2022,7
7863,2022-07-13,W,462243,357923,820166,2022,7
7864,2022-07-14,W,459272,364927,824199,2022,7
7865,2022-07-15,W,385035,307877,692912,2022,7
7866,2022-07-16,A,306271,295499,601770,2022,7
7867,2022-07-17,U,212995,208264,421259,2022,7
7868,2022-07-18,W,432780,299248,732028,2022,7
7869,2022-07-19,W,453338,335621,788959,2022,7
7870,2022-07-20,W,455439,338205,793644,2022,7
7871,2022-07-21,W,445763,342598,788361,2022,7
7872,2022-07-22,W,426586,323821,750407,2022,7
7873,2022-07-23,A,275396,265291,540687,2022,7
7874,2022-07-24,U,209703,202481,412184,2022,7
7875,2022-07-25,W,423680,314719,738399,2022,7
7876,2022-07-26,W,460649,352662,813311,2022,7
7877,2022-07-27,W,446320,340006,786326,2022,7
7878,2022-07-28,W,448728,380517,829245,2022,7
7879,2022-07-29,W,430804,378849,809653,2022,7
7880,2022-07-30,A,304052,327388,631440,2022,7
7881,2022-07-31,U,224307,252781,477088,2022,7
7882,2022-08-01,W,433904,304820,738724,2022,8
7883,2022-08-02,W,451890,335737,787627,2022,8
7884,2022-08-03,W,430236,321771,752007,2022,8
7885,2022-08-04,W,449161,341966,791127,2022,8
7886,2022-08-05,W,445484,357462,802946,2022,8
7887,2022-08-06,A,302707,280369,583076,2022,8
7888,2022-08-07,U,202042,193344,395386,2022,8
7889,2022-08-08,W,381427,286194,667621,2022,8
7890,2022-08-09,W,454272,352582,806854,2022,8
7891,2022-08-10,W,455381,346182,801563,2022,8
7892,2022-08-11,W,444736,337937,782673,2022,8
7893,2022-08-12,W,430652,320260,750912,2022,8
7894,2022-08-13,A,295364,253835,549199,2022,8
7895,2022-08-14,U,214683,189154,403837,2022,8
7896,2022-08-15,W,422612,312773,735385,2022,8
7897,2022-08-16,W,445900,335456,781356,2022,8
7898,2022-08-17,W,451427,335610,787037,2022,8
7899,2022-08-18,W,447149,343155,790304,2022,8
7900,2022-08-19,W,446821,359501,806322,2022,8
7901,2022-08-20,A,276088,263681,539769,2022,8
7902,2022-08-21,U,235253,221628,456881,2022,8
7903,2022-08-22,W,484550,322408,806958,2022,8
7904,2022-08-23,W,510024,370191,880215,2022,8
7905,2022-08-24,W,509522,369646,879168,2022,8
7906,2022-08-25,W,491181,367289,858470,2022,8
7907,2022-08-26,W,495636,347989,843625,2022,8
7908,2022-08-27,A,313588,249105,562693,2022,8
7909,2022-08-28,U,219848,188705,408553,2022,8
7910,2022-08-29,W,453804,307410,761214,2022,8
7911,2022-08-30,W,524895,366870,891765,2022,8
7912,2022-08-31,W,521586,366459,888045,2022,8
7913,2022-09-01,W,526641,371181,897822,2022,9
7914,2022-09-02,W,507102,361289,868391,2022,9
7915,2022-09-03,A,329125,291196,620321,2022,9
7916,2022-09-04,U,229381,227410,456791,2022,9
7917,2022-09-05,U,236613,180944,417557,2022,9
7918,2022-09-06,W,523472,365689,889161,2022,9
7919,2022-09-07,W,534473,388259,922732,2022,9
7920,2022-09-08,W,529691,391210,920901,2022,9
7921,2022-09-09,W,506174,373012,879186,2022,9
7922,2022-09-10,A,328476,293144,621620,2022,9
7923,2022-09-11,U,180862,175036,355898,2022,9
7924,2022-09-12,W,480954,342767,823721,2022,9
7925,2022-09-13,W,527850,390462,918312,2022,9
7926,2022-09-14,W,531662,395177,926839,2022,9
7927,2022-09-15,W,526216,409158,935374,2022,9
7928,2022-09-16,W,508567,431965,940532,2022,9
7929,2022-09-17,A,333893,324035,657928,2022,9
7930,2022-09-18,U,237991,241024,479015,2022,9
7931,2022-09-19,W,495344,350160,845504,2022,9
7932,2022-09-20,W,522109,387279,909388,2022,9
7933,2022-09-21,W,537697,392818,930515,2022,9
7934,2022-09-22,W,530009,398846,928855,2022,9
7935,2022-09-23,W,458882,354789,813671,2022,9
7936,2022-09-24,A,320145,265000,585145,2022,9
7937,2022-09-25,U,229013,196621,425634,2022,9
7938,2022-09-26,W,497354,338256,835610,2022,9
7939,2022-09-27,W,527776,392549,920325,2022,9
7940,2022-09-28,W,530749,399004,929753,2022,9
7941,2022-09-29,W,521049,399396,920445,2022,9
7942,2022-09-30,W,517079,372584,889663,2022,9
7943,2022-10-01,A,331991,278557,610548,2022,10
7944,2022-10-02,U,230938,198343,429281,2022,10
7945,2022-10-03,W,522157,347552,869709,2022,10
7946,2022-10-04,W,539617,387120,926737,2022,10
7947,2022-10-05,W,535091,386695,921786,2022,10
7948,2022-10-06,W,528937,407379,936316,2022,10
7949,2022-10-07,W,497726,385824,883550,2022,10
7950,2022-10-08,A,327134,300298,627432,2022,10
7951,2022-10-09,U,207502,351798,559300,2022,10
7952,2022-10-10,W,413126,332397,745523,2022,10
7953,2022-10-11,W,516976,397158,914134,2022,10
7954,2022-10-12,W,497854,384939,882793,2022,10
7955,2022-10-13,W,533103,420167,953270,2022,10
7956,2022-10-14,W,501494,372144,873638,2022,10
7957,2022-10-15,A,325294,272080,597374,2022,10
7958,2022-10-16,U,227365,191906,419271,2022,10
7959,2022-10-17,W,470688,332889,803577,2022,10
7960,2022-10-18,W,499407,372296,871703,2022,10
7961,2022-10-19,W,525153,378834,903987,2022,10
7962,2022-10-20,W,507374,383470,890844,2022,10
7963,2022-10-21,W,462718,343986,806704,2022,10
7964,2022-10-22,A,328599,254638,583237,2022,10
7965,2022-10-23,U,239284,189552,428836,2022,10
7966,2022-10-24,W,499098,342781,841879,2022,10
7967,2022-10-25,W,478171,370030,848201,2022,10
7968,2022-10-26,W,539425,393904,933329,2022,10
7969,2022-10-27,W,528826,395129,923955,2022,10
7970,2022-10-28,W,501985,352842,854827,2022,10
7971,2022-10-29,A,311437,254149,565586,2022,10
7972,2022-10-30,U,217204,177961,395165,2022,10
7973,2022-10-31,W,454862,318942,773804,2022,10
7974,2022-11-01,W,535639,378179,913818,2022,11
7975,2022-11-02,W,532834,379413,912247,2022,11
7976,2022-11-03,W,540308,389939,930247,2022,11
7977,2022-11-04,W,489779,345651,835430,2022,11
7978,2022-11-05,A,271210,239302,510512,2022,11
7979,2022-11-06,U,237292,195418,432710,2022,11
7980,2022-11-07,W,502205,345095,847300,2022,11
7981,2022-11-08,W,445547,343165,788712,2022,11
7982,2022-11-09,W,524300,382075,906375,2022,11
7983,2022-11-10,W,534931,396488,931419,2022,11
7984,2022-11-11,W,458476,329637,788113,2022,11
7985,2022-11-12,A,283958,233513,517471,2022,11
7986,2022-11-13,U,216386,184686,401072,2022,11
7987,2022-11-14,W,479311,330831,810142,2022,11
7988,2022-11-15,W,482772,363154,845926,2022,11
7989,2022-11-16,W,501388,367015,868403,2022,11
7990,2022-11-17,W,489196,368122,857318,2022,11
7991,2022-11-18,W,437859,348326,786185,2022,11
7992,2022-11-19,A,253918,231052,484970,2022,11
7993,2022-11-20,U,204456,163384,367840,2022,11
7994,2022-11-21,W,423423,299744,723167,2022,11
7995,2022-11-22,W,435161,314006,749167,2022,11
7996,2022-11-23,W,398091,275787,673878,2022,11
7997,2022-11-24,U,160200,111986,272186,2022,11
7998,2022-11-25,W,305747,216040,521787,2022,11
7999,2022-11-26,A,283619,206385,490004,2022,11
8000,2022-11-27,U,190990,145822,336812,2022,11
8001,2022-11-28,W,472849,306743,779592,2022,11
8002,2022-11-29,W,492390,346172,838562,2022,11
8003,2022-11-30,W,471180,342095,813275,2022,11
8004,2022-12-01,W,494028,351763,845791,2022,12
8005,2022-12-02,W,490109,327826,817935,2022,12
8006,2022-12-03,A,302524,235937,538461,2022,12
8007,2022-12-04,U,219158,175364,394522,2022,12
8008,2022-12-05,W,473036,301290,774326,2022,12
8009,2022-12-06,W,491402,343974,835376,2022,12
8010,2022-12-07,W,501570,348450,850020,2022,12
8011,2022-12-08,W,491122,354293,845415,2022,12
8012,2022-12-09,W,434379,310116,744495,2022,12
8013,2022-12-10,A,301199,250406,551605,2022,12
8014,2022-12-11,U,217920,181270,399190,2022,12
8015,2022-12-12,W,461205,309804,771009,2022,12
8016,2022-12-13,W,488778,350345,839123,2022,12
8017,2022-12-14,W,460656,334180,794836,2022,12
8018,2022-12-15,W,479951,357938,837889,2022,12
8019,2022-12-16,W,438828,317559,756387,2022,12
8020,2022-12-17,A,273704,221530,495234,2022,12
8021,2022-12-18,U,205652,168395,374047,2022,12
8022,2022-12-19,W,422466,271588,694054,2022,12
8023,2022-12-20,W,458350,301658,760008,2022,12
8024,2022-12-21,W,449539,293415,742954,2022,12
8025,2022-12-22,W,334740,211520,546260,2022,12
8026,2022-12-23,W,154576,107314,261890,2022,12
8027,2022-12-24,A,150459,94387,244846,2022,12
8028,2022-12-25,U,85188,55366,140554,2022,12
8029,2022-12-26,U,205368,123005,328373,2022,12
8030,2022-12-27,W,315154,202638,517792,2022,12
8031,2022-12-28,W,321472,212073,533545,2022,12
8032,2022-12-29,W,347158,231287,578445,2022,12
8033,2022-12-30,W,364899,243067,607966,2022,12
8034,2022-12-31,A,257498,181031,438529,2022,12
8035,2023-01-01,U,164489,140776,305265,2023,1
8036,2023-01-02,U,254124,165797,419921,2023,1
8037,2023-01-03,W,383247,275846,659093,2023,1
8038,2023-01-04,W,398456,292474,690930,2023,1
8039,2023-01-05,W,384238,292708,676946,2023,1
8040,2023-01-06,W,371923,258636,630559,2023,1
8041,2023-01-07,A,272633,183930,456563,2023,1
8042,2023-01-08,U,209397,145377,354774,2023,1
8043,2023-01-09,W,449465,296803,746268,2023,1
8044,2023-01-10,W,499769,345615,845384,2023,1
8045,2023-01-11,W,499126,343468,842594,2023,1
8046,2023-01-12,W,474679,340171,814850,2023,1
8047,2023-01-13,W,443233,292169,735402,2023,1
8048,2023-01-14,A,288502,201672,490174,2023,1
8049,2023-01-15,U,220389,154138,374527,2023,1
8050,2023-01-16,W,295880,196321,492201,2023,1
8051,2023-01-17,W,496926,344762,841688,2023,1
8052,2023-01-18,W,495410,346875,842285,2023,1
8053,2023-01-19,W,479283,347238,826521,2023,1
8054,2023-01-20,W,457848,296350,754198,2023,1
8055,2023-01-21,A,285487,196802,482289,2023,1
8056,2023-01-22,U,201809,140538,342347,2023,1
8057,2023-01-23,W,468304,307836,776140,2023,1
8058,2023-01-24,W,505791,355136,860927,2023,1
8059,2023-01-25,W,462648,337076,799724,2023,1
8060,2023-01-26,W,484428,350067,834495,2023,1
8061,2023-01-27,W,435531,290048,725579,2023,1
8062,2023-01-28,A,270454,190883,461337,2023,1
8063,2023-01-29,U,199420,144673,344093,2023,1
8064,2023-01-30,W,420711,284230,704941,2023,1
8065,2023-01-31,W,428116,311121,739237,2023,1
8066,2023-02-01,W,488390,332706,821096,2023,2
8067,2023-02-02,W,488230,339244,827474,2023,2
8068,2023-02-03,W,367206,247871,615077,2023,2
8069,2023-02-04,A,295858,188543,484401,2023,2
8070,2023-02-05,U,228506,147681,376187,2023,2
8071,2023-02-06,W,489061,304675,793736,2023,2
8072,2023-02-07,W,512128,348998,861126,2023,2
8073,2023-02-08,W,517223,348441,865664,2023,2
8074,2023-02-09,W,456891,326676,783567,2023,2
8075,2023-02-10,W,480757,289003,769760,2023,2
8076,2023-02-11,A,305427,182401,487828,2023,2
8077,2023-02-12,U,228971,139964,368935,2023,2
8078,2023-02-13,W,477325,298814,776139,2023,2
8079,2023-02-14,W,510605,355572,866177,2023,2
8080,2023-02-15,W,498251,346762,845013,2023,2
8081,2023-02-16,W,450939,324574,775513,2023,2
8082,2023-02-17,W,447365,297527,744892,2023,2
8083,2023-02-18,A,307618,213471,521089,2023,2
8084,2023-02-19,U,241433,167599,409032,2023,2
8085,2023-02-20,W,371110,251523,622633,2023,2
8086,2023-02-21,W,512268,349053,861321,2023,2
8087,2023-02-22,W,445175,320183,765358,2023,2
8088,2023-02-23,W,500377,349987,850364,2023,2
8089,2023-02-24,W,468093,303528,771621,2023,2
8090,2023-02-25,A,313877,199947,513824,2023,2
8091,2023-02-26,U,246373,152718,399091,2023,2
8092,2023-02-27,W,438886,284156,723042,2023,2
8093,2023-02-28,W,516342,350093,866435,2023,2
8094,2023-03-01,W,538035,357399,895434,2023,3
8095,2023-03-02,W,505862,352552,858414,2023,3
8096,2023-03-03,W,441984,285055,727039,2023,3
8097,2023-03-04,A,332481,209545,542026,2023,3
8098,2023-03-05,U,246208,156086,402294,2023,3
8099,2023-03-06,W,470524,303195,773719,2023,3
8100,2023-03-07,W,528413,362941,891354,2023,3
8101,2023-03-08,W,521850,359517,881367,2023,3
8102,2023-03-09,W,498577,352220,850797,2023,3
8103,2023-03-10,W,466305,312533,778838,2023,3
8104,2023-03-11,A,326961,340919,667880,2023,3
8105,2023-03-12,U,215765,159274,375039,2023,3
8106,2023-03-13,W,459265,307389,766654,2023,3
8107,2023-03-14,W,524325,366497,890822,2023,3
8108,2023-03-15,W,535449,367880,903329,2023,3
8109,2023-03-16,W,499382,360728,860110,2023,3
8110,2023-03-17,W,435055,319561,754616,2023,3
8111,2023-03-18,A,284653,199267,483920,2023,3
8112,2023-03-19,U,238907,157695,396602,2023,3
8113,2023-03-20,W,478059,300593,778652,2023,3
8114,2023-03-21,W,510959,347098,858057,2023,3
8115,2023-03-22,W,499380,340260,839640,2023,3
8116,2023-03-23,W,489519,342562,832081,2023,3
8117,2023-03-24,W,475520,306297,781817,2023,3
8118,2023-03-25,A,287548,202198,489746,2023,3
8119,2023-03-26,U,222855,179536,402391,2023,3
8120,2023-03-27,W,493436,320115,813551,2023,3
8121,2023-03-28,W,521594,365749,887343,2023,3
8122,2023-03-29,W,470430,353192,823622,2023,3
8123,2023-03-30,W,517477,388264,905741,2023,3
8124,2023-03-31,W,467904,309609,777513,2023,3
8125,2023-04-01,A,315267,235235,550502,2023,4
8126,2023-04-02,U,261251,191192,452443,2023,4
8127,2023-04-03,W,439537,304009,743546,2023,4
8128,2023-04-04,W,428000,325448,753448,2023,4
8129,2023-04-05,W,438936,335701,774637,2023,4
8130,2023-04-06,W,459977,353018,812995,2023,4
8131,2023-04-07,W,419926,312653,732579,2023,4
8132,2023-04-08,A,333736,244038,577774,2023,4
8133,2023-04-09,U,237320,168475,405795,2023,4
8134,2023-04-10,W,492576,324608,817184,2023,4
8135,2023-04-11,W,539533,388288,927821,2023,4
8136,2023-04-12,W,516841,388965,905806,2023,4
8137,2023-04-13,W,541076,386440,927516,2023,4
8138,2023-04-14,W,518497,353807,872304,2023,4
8139,2023-04-15,A,360082,254964,615046,2023,4
8140,2023-04-16,U,229968,157603,387571,2023,4
8141,2023-04-17,W,458530,310077,768607,2023,4
8142,2023-04-18,W,523866,378471,902337,2023,4
8143,2023-04-19,W,527267,380103,907370,2023,4
8144,2023-04-20,W,516298,393967,910265,2023,4
8145,2023-04-21,W,505681,360742,866423,2023,4
8146,2023-04-22,A,329493,240134,569627,2023,4
8147,2023-04-23,U,245927,174185,420112,2023,4
8148,2023-04-24,W,502642,328298,830940,2023,4
8149,2023-04-25,W,516696,378228,894924,2023,4
8150,2023-04-26,W,539161,388688,927849,2023,4
8151,2023-04-27,W,532971,395661,928632,2023,4
8152,2023-04-28,W,503332,340242,843574,2023,4
8153,2023-04-29,A,331120,224434,555554,2023,4
8154,2023-04-30,U,238929,165311,404240,2023,4
8155,2023-05-01,W,482348,315630,797978,2023,5
8156,2023-05-02,W,530573,372211,902784,2023,5
8157,2023-05-03,W,555155,381538,936693,2023,5
8158,2023-05-04,W,542958,391265,934223,2023,5
8159,2023-05-05,W,518792,367635,886427,2023,5
8160,2023-05-06,A,354490,259476,613966,2023,5
8161,2023-05-07,U,281403,198280,479683,2023,5
8162,2023-05-08,W,469174,325860,795034,2023,5
8163,2023-05-09,W,548033,396388,944421,2023,5
8164,2023-05-10,W,544618,397870,942488,2023,5
8165,2023-05-11,W,533940,384804,918744,2023,5
8166,2023-05-12,W,481927,328362,810289,2023,5
8167,2023-05-13,A,344247,221075,565322,2023,5
8168,2023-05-14,U,233363,156364,389727,2023,5
8169,2023-05-15,W,486638,320403,807041,2023,5
8170,2023-05-16,W,533948,384145,918093,2023,5
8171,2023-05-17,W,527429,382604,910033,2023,5
